Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
CO1 1GY,Yes,51.899245,0.905545,599997,226289,TL999262,Castle,"Colchester, unparished area",2021-03-01,,25,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021647,Colchester 007B,E01021647,Colchester 007B
CO1 1GZ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1987-04-01,2009-03-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO1 1HA,Yes,51.892216,0.896849,599430,225484,TL994254,Castle,"Colchester, unparished area",1980-01-01,,16,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1HB,Yes,51.891752,0.898534,599548,225437,TL995254,Castle,"Colchester, unparished area",1980-01-01,,19,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HD,Yes,51.891275,0.898562,599552,225384,TL995253,Castle,"Colchester, unparished area",1980-01-01,,25,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HE,Yes,51.891196,0.898862,599573,225376,TL995253,Castle,"Colchester, unparished area",1980-01-01,,26,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HF,Yes,51.890355,0.898793,599572,225282,TL995252,Castle,"Colchester, unparished area",1980-01-01,,34,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HG,Yes,51.892346,0.896683,599418,225498,TL994254,Castle,"Colchester, unparished area",1997-06-01,,15,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1HH,No,51.893309,0.899231,599589,225612,TL995256,Castle,"Colchester, unparished area",2000-06-01,2001-06-01,10,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HJ,Yes,51.891997,0.898812,599566,225465,TL995254,Castle,"Colchester, unparished area",1980-01-01,,17,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HL,Yes,51.892662,0.899669,599622,225541,TL996255,Castle,"Colchester, unparished area",2025-01-01,,12,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HN,Yes,51.891090,0.899117,599591,225365,TL995253,Castle,"Colchester, unparished area",1980-01-01,,27,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HP,Yes,51.891720,0.899463,599612,225436,TL996254,Castle,"Colchester, unparished area",1980-01-01,,20,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HQ,Yes,51.890305,0.899241,599603,225278,TL996252,Castle,"Colchester, unparished area",1980-01-01,,33,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HR,Yes,51.891978,0.898505,599545,225462,TL995254,Castle,"Colchester, unparished area",1980-01-01,,17,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HS,Yes,51.892139,0.898167,599521,225479,TL995254,Castle,"Colchester, unparished area",1980-01-01,,16,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1HT,No,51.893001,0.898600,599547,225576,TL995255,Castle,"Colchester, unparished area",1993-08-01,2015-04-01,11,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1HU,Yes,51.898923,0.906542,600067,226256,TM000262,Castle,"Colchester, unparished area",2022-03-01,,14,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021647,Colchester 007B,E01021647,Colchester 007B
CO1 1HW,Yes,51.892261,0.897215,599455,225490,TL994254,Castle,"Colchester, unparished area",2009-06-01,,16,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1HX,No,51.893001,0.898600,599547,225576,TL995255,Castle,"Colchester, unparished area",1997-06-01,1999-12-01,11,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1HY,No,51.893023,0.900230,599659,225583,TL996255,Castle,"Colchester, unparished area",1990-07-01,2013-08-01,10,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1HZ,Yes,51.889446,0.896874,599444,225176,TL994251,Castle,"Colchester, unparished area",1985-10-01,,38,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JA,No,51.888779,0.896192,599400,225100,TL994250,Castle,"Colchester, unparished area",1980-01-01,1996-12-01,38,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JB,Yes,51.888485,0.899719,599644,225077,TL996250,Castle,"Colchester, unparished area",1980-01-01,,34,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JD,No,51.889223,0.897514,599489,225153,TL994251,Castle,"Colchester, unparished area",1980-01-01,2008-04-01,38,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JE,No,51.889467,0.896033,599386,225176,TL993251,Castle,"Colchester, unparished area",2000-12-01,2001-02-01,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021646,Colchester 007A,E01021646,Colchester 007A
CO1 1JF,No,51.889204,0.898312,599544,225153,TL995251,Castle,"Colchester, unparished area",1980-01-01,2001-11-01,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JG,Yes,51.888997,0.897950,599520,225129,TL995251,Castle,"Colchester, unparished area",1980-01-01,,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JH,Yes,51.889186,0.907497,600176,225176,TM001251,Castle,"Colchester, unparished area",2011-11-01,,24,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO1 1JJ,Yes,51.887996,0.898147,599538,225018,TL995250,Castle,"Colchester, unparished area",1980-01-01,,33,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JL,No,51.888031,0.898455,599559,225023,TL995250,Castle,"Colchester, unparished area",1980-01-01,2008-04-01,33,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JN,Yes,51.888486,0.899065,599599,225075,TL995250,Castle,"Colchester, unparished area",1980-01-01,,35,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JP,No,51.887810,0.899036,599600,225000,TL995250,Castle,"Colchester, unparished area",1980-01-01,1995-07-01,30,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JQ,Yes,51.888725,0.898398,599552,225100,TL995251,Castle,"Colchester, unparished area",2007-09-01,,36,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JR,Yes,51.889179,0.899662,599637,225154,TL996251,Castle,"Colchester, unparished area",1980-01-01,,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JS,Yes,51.889273,0.899639,599635,225164,TL996251,Castle,"Colchester, unparished area",2017-12-01,,30,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1JT,Yes,51.889335,0.899556,599629,225171,TL996251,Castle,"Colchester, unparished area",1980-01-01,,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1JU,No,51.888978,0.898705,599572,225129,TL995251,Castle,"Colchester, unparished area",1980-01-01,1998-12-01,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JW,Yes,51.889782,0.897099,599458,225214,TL994252,Castle,"Colchester, unparished area",1983-03-01,,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JX,Yes,51.896230,0.901846,599756,225944,TL997259,Castle,"Colchester, unparished area",2013-07-01,,9,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021647,Colchester 007B,E01021647,Colchester 007B
CO1 1JY,No,51.888636,0.901996,599800,225100,TL997251,Castle,"Colchester, unparished area",1980-01-01,1995-01-01,32,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1JZ,Yes,51.889379,0.901507,599763,225181,TL997251,Castle,"Colchester, unparished area",1980-01-01,,33,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LA,No,51.889314,0.901473,599761,225174,TL997251,Castle,"Colchester, unparished area",1980-01-01,2018-08-01,34,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LB,Yes,51.889315,0.902302,599818,225176,TL998251,Castle,"Colchester, unparished area",2021-12-01,,31,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LD,Yes,51.889218,0.903909,599929,225170,TL999251,Castle,"Colchester, unparished area",1980-01-01,,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO1 1LE,Yes,51.889382,0.903106,599873,225186,TL998251,Castle,"Colchester, unparished area",1980-01-01,,30,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO1 1LF,Yes,51.889304,0.901298,599749,225172,TL997251,Castle,"Colchester, unparished area",1980-01-01,,35,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LG,Yes,51.888832,0.902925,599863,225124,TL998251,Castle,"Colchester, unparished area",1980-01-01,,30,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LH,Yes,51.888934,0.902292,599819,225134,TL998251,Castle,"Colchester, unparished area",1980-01-01,,32,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LJ,Yes,51.888384,0.902474,599834,225073,TL998250,Castle,"Colchester, unparished area",1980-01-01,,30,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LL,No,51.889338,0.903074,599871,225181,TL998251,Castle,"Colchester, unparished area",1983-07-01,2016-01-01,30,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO1 1LN,Yes,51.888040,0.902830,599860,225036,TL998250,Castle,"Colchester, unparished area",1980-01-01,,26,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035157,Colchester 007D
CO1 1LP,No,51.888552,0.902107,599808,225091,TL998250,Castle,"Colchester, unparished area",1992-08-01,2014-05-01,31,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1LQ,Yes,51.893012,0.898630,599549,225577,TL995255,Castle,"Colchester, unparished area",2017-01-01,,32,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1LR,No,51.888072,0.901539,599771,225036,TL997250,Castle,"Colchester, unparished area",1980-01-01,2016-11-01,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1LS,Yes,51.887935,0.900643,599710,225018,TL997250,Castle,"Colchester, unparished area",1985-10-01,,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1LT,No,51.887898,0.899827,599654,225012,TL996250,Castle,"Colchester, unparished area",1980-01-01,2003-08-01,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021649,Colchester 007D,E01035158,Colchester 007D
CO1 1LU,Yes,51.898356,0.894526,599243,226160,TL992261,Castle,"Colchester, unparished area",2021-02-01,,27,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021650,Colchester 007E,E01021650,Colchester 007E
CO1 1LW,No,51.887738,0.901939,599800,225000,TL998249,Castle,"Colchester, unparished area",1980-01-01,1995-12-01,25,England,2025-02-26,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01021649,Colchester 007D,E01035158,Colchester 007D
